TOKEN_ID,TOKEN_NAME,Background,Body,Eyes,Clothes,Head,Mouth,NUM_TRAITS,RARITY_SCORE,Rank
4503,Wicked Cranium #4503,48.172761904761906,44.14505149240704,44.494546094299785,34.94155844155844,41.0996993580889,331.68131147540987,47.0,591.5349287665259,118
9859,Wicked Cranium #9859,34.87410369553226,37.662993298585256,53.01477832512315,34.493589743589745,52.46488953428068,331.68131147540987,47.0,591.191666072521,119
596,Wicked Cranium #596,35.35183114341627,338.1109625668449,36.87497266166071,43.048,55.123583260680036,35.24836236933798,47.0,590.7577120019399,120
10179,Wicked Cranium #10179,48.044642857142854,31.585737479705255,355.9563687543983,41.87548638132296,17.376550207839504,48.870917874396135,47.0,590.709703554805,121
3423,Wicked Cranium #3423,44.16818023052742,41.32467320261438,24.881400954301736,46.18884120171674,55.123583260680036,331.68131147540987,47.0,590.3679903252502,122
6586,Wicked Cranium #6586,44.16818023052742,338.1109625668449,53.832907620263946,37.238754325259514,34.06384268300896,35.24836236933798,47.0,589.6630097952426,123
8249,Wicked Cranium #8249,45.96637586332243,41.78899537343027,355.9563687543983,30.487252124645895,17.376550207839504,48.870917874396135,47.0,587.4464601980326,124
4337,Wicked Cranium #4337,34.87410369553226,12.154315647827758,24.916945812807885,84.74015748031496,51.96363262790221,331.68131147540987,47.0,587.3304667397949,125
8466,Wicked Cranium #8466,37.05597069597069,338.1109625668449,41.23371647509578,62.20809248554914,44.45934780697899,17.131718882303133,47.0,587.1998089127426,126
4801,Wicked Cranium #4801,46.55872606774669,29.45917297612114,355.9563687543983,34.493589743589745,27.65522143247676,44.96124444444444,47.0,586.084323418777,127
8722,Wicked Cranium #8722,45.96637586332243,29.45917297612114,68.94016628049611,31.560117302052785,31.317813138505354,331.68131147540987,47.0,585.9249570359077,128
2173,Wicked Cranium #2173,48.044642857142854,338.1109625668449,47.14016775396085,41.87548638132296,27.65522143247676,35.24836236933798,47.0,585.0748433610862,129
5187,Wicked Cranium #5187,48.172761904761906,37.662993298585256,46.51163218390804,30.573863636363637,43.28005476170103,331.68131147540987,47.0,584.8826172607297,130
4517,Wicked Cranium #4517,34.87410369553226,31.585737479705255,46.51163218390804,40.611320754716985,52.46488953428068,331.68131147540987,47.0,584.7289951235531,131
10250,Wicked Cranium #10250,34.87410369553226,338.1109625668449,24.916945812807885,61.14772727272727,43.28005476170103,35.24836236933798,47.0,584.5781564789513,132
7659,Wicked Cranium #7659,35.35183114341627,37.662993298585256,53.832907620263946,37.238754325259514,41.0996993580889,331.68131147540987,47.0,583.8674972210238,133
10758,Wicked Cranium #10758,48.044642857142854,36.02150690784788,53.832907620263946,30.487252124645895,36.33982326316546,331.68131147540987,47.0,583.4074442484759,134
9423,Wicked Cranium #9423,37.05597069597069,12.154315647827758,355.9563687543983,43.395161290322584,34.06384268300896,53.24357894736843,47.0,582.8692380188967,135
5445,Wicked Cranium #5445,34.87410369553226,39.88440309099511,355.9563687543983,43.395161290322584,27.65522143247676,33.664825291181366,47.0,582.4300835549063,136
1201,Wicked Cranium #1201,52.513911960132894,338.1109625668449,44.494546094299785,37.238754325259514,27.65522143247676,35.24836236933798,47.0,582.2617587483518,137
237,Wicked Cranium #237,52.513911960132894,28.39099685675797,49.55074451410658,30.487252124645895,41.0996993580889,331.68131147540987,47.0,580.7239162891422,138
4795,Wicked Cranium #4795,44.16818023052742,338.1109625668449,53.832907620263946,43.395161290322584,36.33982326316546,17.131718882303133,47.0,579.9787538534274,139
9310,Wicked Cranium #9310,37.05597069597069,41.78899537343027,355.9563687543983,30.06145251396648,34.06384268300896,33.664825291181366,47.0,579.591455311956,140
