,id,price,date_sold
323,1752,0.044,2021-09-30T11:48:21
322,1750,0.049,2021-09-30T11:51:17
320,2238,0.042,2021-09-30T11:51:33
318,2232,0.042,2021-09-30T11:52:32
317,2233,0.042,2021-09-30T11:53:30
315,2234,0.042,2021-09-30T11:53:59
314,5689,0.06,2021-09-30T11:54:04
313,2237,0.042,2021-09-30T11:54:04
311,2231,0.042,2021-09-30T11:56:21
310,1751,0.041,2021-09-30T11:57:47
309,1755,0.041,2021-09-30T11:57:47
308,2941,0.06,2021-09-30T11:58:13
307,1759,0.041,2021-09-30T12:00:08
304,3206,0.041,2021-09-30T12:03:43
303,2236,0.042,2021-09-30T12:06:16
302,1756,0.041,2021-09-30T12:07:01
301,2235,0.042,2021-09-30T12:07:04
300,551,0.04,2021-09-30T12:08:47
299,2682,0.042,2021-09-30T12:10:10
298,2677,0.041,2021-09-30T12:17:08
297,2681,0.033,2021-09-30T12:18:25
296,615,0.038,2021-09-30T12:19:55
295,556,0.03,2021-09-30T12:22:19
294,2679,0.032,2021-09-30T12:23:40
293,554,0.03,2021-09-30T12:24:32
292,2678,0.032,2021-09-30T12:26:14
291,2676,0.05,2021-09-30T12:27:00
290,610,0.045,2021-09-30T12:30:50
289,1754,0.0275,2021-09-30T12:31:01
288,1753,0.0275,2021-09-30T12:32:56
287,553,0.03,2021-09-30T12:36:30
286,305,0.03,2021-09-30T12:50:47
284,297,0.025,2021-09-30T12:51:53
283,307,0.03,2021-09-30T12:53:16
282,298,0.03,2021-09-30T12:58:20
280,3553,0.06,2021-09-30T13:10:51
278,2115,0.021,2021-09-30T13:20:01
277,546,0.024,2021-09-30T13:21:54
276,3409,0.02,2021-09-30T13:23:32
273,2675,0.035,2021-09-30T13:25:41
272,3271,0.05,2021-09-30T13:26:58
270,3765,0.024,2021-09-30T13:28:48
269,3769,0.025,2021-09-30T13:28:59
267,3764,0.023,2021-09-30T13:28:59
266,308,0.025,2021-09-30T13:29:15
265,3762,0.025,2021-09-30T13:30:05
264,1701,0.04,2021-09-30T13:30:09
263,608,0.04,2021-09-30T13:30:37
262,3768,0.025,2021-09-30T13:30:59
261,3760,0.026,2021-09-30T13:30:59
260,3767,0.03,2021-09-30T13:32:07
259,543,0.027,2021-09-30T13:39:21
257,300,0.025,2021-09-30T13:47:43
254,155,0.0275,2021-09-30T13:50:35
253,555,0.025,2021-09-30T13:51:02
252,468,0.025,2021-09-30T13:53:29
251,306,0.03,2021-09-30T13:55:22
250,3354,0.03,2021-09-30T14:16:54
249,613,0.037,2021-09-30T14:24:54
244,3349,0.03,2021-09-30T14:45:23
243,5692,0.06,2021-09-30T14:47:07
242,545,0.03,2021-09-30T14:49:47
241,2683,0.035,2021-09-30T14:50:26
240,673,0.03,2021-09-30T14:52:10
239,2369,0.078,2021-09-30T14:55:14
238,334,0.0695,2021-09-30T14:55:19
237,3019,0.07,2021-09-30T14:57:22
236,3252,0.02,2021-09-30T15:39:55
235,669,0.03,2021-09-30T15:40:27
234,3250,0.02,2021-09-30T15:41:34
226,5730,0.019,2021-09-30T17:15:55
222,487,0.0125,2021-09-30T17:22:11
221,3247,0.02,2021-09-30T17:23:22
220,3248,0.02,2021-09-30T17:23:27
217,3254,0.02,2021-09-30T17:26:40
216,495,0.02,2021-09-30T17:29:27
215,3253,0.02,2021-09-30T17:34:35
214,3245,0.02,2021-09-30T17:35:06
213,3246,0.02,2021-09-30T17:37:10
212,497,0.02,2021-09-30T17:37:38
208,3251,0.02,2021-09-30T17:41:48
207,3249,0.02,2021-09-30T17:42:05
206,5384,0.029,2021-09-30T17:43:30
204,3087,0.025,2021-09-30T17:50:32
203,3814,0.019,2021-09-30T17:55:16
202,3809,0.019,2021-09-30T17:55:16
201,3812,0.019,2021-09-30T17:56:08
200,3810,0.019,2021-09-30T17:59:32
199,490,0.019,2021-09-30T18:00:20
198,3813,0.019,2021-09-30T18:01:16
197,3766,0.024,2021-09-30T18:02:04
195,3816,0.029,2021-09-30T18:06:44
194,3352,0.03,2021-09-30T18:08:07
193,671,0.021,2021-09-30T18:08:51
192,670,0.021,2021-09-30T18:13:07
191,2779,0.06,2021-09-30T18:16:17
190,672,0.021,2021-09-30T18:16:59
189,1459,0.03,2021-09-30T18:17:13
188,3351,0.03,2021-09-30T18:18:25
186,3763,0.025,2021-09-30T18:25:43
185,2845,0.033,2021-09-30T18:27:24
184,31,0.02,2021-09-30T18:40:39
183,291,0.0,2021-09-30T18:42:26
182,32,0.02,2021-09-30T18:45:14
181,5551,0.039,2021-09-30T18:48:26
179,3761,0.03,2021-09-30T19:58:28
177,492,0.023,2021-09-30T20:06:58
176,2844,0.039,2021-09-30T20:08:42
175,496,0.035,2021-09-30T20:24:52
173,3189,0.03,2021-10-01T00:29:28
172,3905,0.04,2021-10-01T00:32:19
171,722,0.025,2021-10-01T00:48:26
169,995,0.02,2021-10-01T01:45:02
167,5785,0.066,2021-10-01T02:34:12
166,3661,0.018,2021-10-01T02:51:52
165,3591,0.018,2021-10-01T03:01:35
163,3663,0.018,2021-10-01T03:57:54
162,3589,0.018,2021-10-01T04:41:26
161,3656,0.018,2021-10-01T04:43:03
160,3644,0.018,2021-10-01T04:51:20
159,3587,0.018,2021-10-01T04:51:20
158,3792,0.0169,2021-10-01T04:52:31
157,3791,0.0169,2021-10-01T04:57:24
155,3583,0.018,2021-10-01T05:15:42
154,3794,0.0169,2021-10-01T06:28:56
153,3790,0.0169,2021-10-01T06:33:52
152,3595,0.018,2021-10-01T06:38:48
151,3653,0.018,2021-10-01T07:28:55
150,3585,0.018,2021-10-01T07:30:38
149,2255,0.02,2021-10-01T07:31:56
148,499,0.017,2021-10-01T07:34:59
147,3596,0.018,2021-10-01T07:35:44
146,3645,0.018,2021-10-01T07:37:58
145,3660,0.018,2021-10-01T07:38:55
144,3649,0.018,2021-10-01T09:40:20
142,1539,0.018,2021-10-01T10:25:28
138,5729,0.05,2021-10-01T11:10:30
139,2773,0.1,2021-10-01T11:10:30
137,1528,0.05,2021-10-01T11:15:26
135,1555,0.025,2021-10-01T11:19:36
132,3600,0.018,2021-10-01T14:35:33
131,3566,0.015,2021-10-01T15:00:30
129,1654,0.017,2021-10-01T15:36:47
128,491,0.015,2021-10-01T18:07:21
127,3654,0.018,2021-10-01T21:52:05
124,4821,0.03,2021-10-02T02:14:58
123,4823,0.04,2021-10-02T04:32:57
121,1866,0.0139,2021-10-02T04:34:52
119,3240,0.015,2021-10-02T04:35:41
118,485,0.014,2021-10-02T04:35:41
113,3793,0.016,2021-10-02T05:03:00
112,5387,0.018,2021-10-02T05:04:07
110,1655,0.018,2021-10-02T05:38:28
109,4822,0.02,2021-10-02T05:43:11
106,2959,0.024,2021-10-02T07:14:20
105,3522,0.02,2021-10-02T07:35:46
99,1538,0.018,2021-10-02T12:17:31
98,1622,0.019,2021-10-02T13:49:05
96,718,0.0175,2021-10-02T18:07:08
95,721,0.0175,2021-10-02T18:09:38
94,3190,0.02,2021-10-02T19:01:04
93,1536,0.02,2021-10-02T19:34:59
92,4732,0.05,2021-10-02T19:38:18
91,3171,0.02,2021-10-02T19:41:09
90,1454,0.02,2021-10-02T21:02:08
89,3567,0.025,2021-10-02T21:08:02
87,3203,0.02,2021-10-02T22:58:36
85,3704,0.017,2021-10-03T01:45:58
82,4176,0.019,2021-10-03T11:43:32
78,1620,0.025,2021-10-03T19:14:49
76,2841,0.019,2021-10-03T23:36:02
73,2718,0.0139,2021-10-04T09:39:15
71,2838,0.029,2021-10-04T11:06:40
69,4803,0.017,2021-10-04T11:41:35
67,4470,0.01,2021-10-05T00:10:56
65,4468,0.01,2021-10-05T04:41:32
64,4375,0.025,2021-10-05T04:41:40
56,5348,0.029,2021-10-05T08:55:49
54,2842,0.024,2021-10-05T11:38:55
53,3962,0.02,2021-10-05T12:07:29
52,4469,0.01,2021-10-05T12:09:39
47,4805,0.017,2021-10-05T12:33:42
46,4966,0.0169,2021-10-05T12:33:42
45,1452,0.018,2021-10-05T12:37:17
44,5375,0.14,2021-10-05T12:40:23
43,1451,0.02,2021-10-05T14:45:38
42,73,0.0169,2021-10-05T18:01:32
40,4377,0.039,2021-10-06T03:37:42
39,1450,0.025,2021-10-06T04:50:27
37,3205,0.02,2021-10-06T12:10:38
36,5216,0.019,2021-10-06T15:52:16
32,2250,0.015,2021-10-07T06:01:06
31,2249,0.015,2021-10-07T06:01:44
29,719,0.018,2021-10-07T15:04:32
28,3965,0.025,2021-10-07T15:19:51
25,4305,0.017,2021-10-08T12:44:06
22,517,0.018,2021-10-09T22:23:34
21,516,0.018,2021-10-10T03:25:37
20,1645,0.018,2021-10-10T05:44:49
16,1031,0.015,2021-10-10T20:25:16
15,4265,0.015,2021-10-11T10:34:33
14,4711,0.01,2021-10-11T23:50:58
11,4712,0.009,2021-10-12T08:39:43
12,984,0.011,2021-10-12T08:39:43
13,997,0.011,2021-10-12T08:39:43
10,987,0.011,2021-10-12T08:40:22
6,3370,0.0049,2021-10-18T04:12:35
5,4824,0.003,2021-10-19T06:24:38
3,541,0.009,2021-10-20T08:38:43
2,540,0.007,2021-10-22T19:36:14
1,3966,0.011,2021-10-22T23:59:11
