TOKEN_ID,TOKEN_NAME,UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,NUM_TRAITS,RARITY_SCORE,Rank
6027,CryptoSkull #6027,1910.2561653517735,10000.0,10896.807235480006,9370.314842578711,16801.075268817207,8748.906386701663,9026.085386767758,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82417.8047827383,4323
9263,CryptoSkull #9263,1910.2561653517735,10000.0,10741.138560687434,9071.117561683599,14934.289127837514,10193.679918450562,9456.264775413712,9187.798603454612,759.503284851707,1155.5350127108852,5005.005005005005,82414.58801544679,4324
3388,CryptoSkull #3388,1910.2561653517735,10000.0,11392.11665527455,9585.889570552148,13668.671405139423,10787.486515641855,9456.264775413712,8689.607229753216,759.503284851707,1155.5350127108852,5005.005005005005,82410.33561969426,4325
4542,CryptoSkull #4542,1910.2561653517735,10000.0,10442.773600668337,9469.696969696968,16129.032258064517,9920.634920634922,8566.778034781119,9048.136083966703,759.503284851707,1155.5350127108852,5005.005005005005,82407.35133573193,4326
2735,CryptoSkull #2735,1910.2561653517735,10000.0,10442.773600668337,9484.066767830045,15216.068167985393,10288.065843621398,9456.264775413712,8689.607229753216,759.503284851707,1155.5350127108852,5005.005005005005,82407.14585319147,4327
9914,CryptoSkull #9914,1910.2561653517735,10000.0,9517.46454744456,9585.889570552148,13904.338153503895,11695.90643274854,9456.264775413712,9416.195856873825,759.503284851707,1155.5350127108852,5005.005005005005,82406.35880445603,4328
1741,CryptoSkull #1741,1910.2561653517735,10000.0,10442.773600668337,9469.696969696968,15508.684863523575,10384.215991692628,9026.085386767758,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82406.07247474222,4329
8513,CryptoSkull #8513,1910.2561653517735,10000.0,10025.062656641605,9342.301943198803,16458.196181698488,9259.25925925926,8566.778034781119,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82402.53246413356,4330
5221,CryptoSkull #5221,1910.2561653517735,10000.0,10589.85491898761,10179.153094462541,13440.860215053763,10288.065843621398,9152.480322167308,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82401.34878284691,4331
8350,CryptoSkull #8350,1910.2561653517735,10000.0,8845.643520566122,9720.062208398134,15812.776723592662,10193.679918450562,9077.70515613653,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82400.80191569829,4332
3462,CryptoSkull #3462,1910.2561653517735,10000.0,10741.138560687434,10179.153094462541,14400.921658986177,10288.065843621398,9077.70515613653,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82391.97316768493,4333
9606,CryptoSkull #9606,1910.2561653517735,10000.0,11934.598400763814,9469.696969696968,13668.671405139423,10288.065843621398,9456.264775413712,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82391.91305702827,4334
7716,CryptoSkull #7716,1910.2561653517735,10000.0,10025.062656641605,9110.787172011662,15508.684863523575,10582.010582010582,9456.264775413712,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82387.79890339199,4335
2825,CryptoSkull #2825,1910.2561653517735,10000.0,10589.85491898761,9071.117561683599,15216.068167985393,10482.18029350105,9077.70515613653,9117.432530999271,759.503284851707,1155.5350127108852,5005.005005005005,82384.65809721281,4336
941,CryptoSkull #941,1910.2561653517735,10000.0,11934.598400763814,9585.889570552148,13220.518244315175,10482.18029350105,9456.264775413712,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82384.44013833675,4337
3270,CryptoSkull #3270,1910.2561653517735,10000.0,10025.062656641605,9071.117561683599,16129.032258064517,9920.634920634922,8818.342151675486,9589.566551591868,759.503284851707,1155.5350127108852,5005.005005005005,82384.05556821136,4338
