TOKEN_ID,TOKEN_NAME,Hat,Ear,Hair,Beard,Clothes,Skin,Background,Eyes,Mouth,Cheek,Face
5626,BUTTHEAD #5626,Snapback Red,,Fringe,,Caveman,Light,Peach,,,,
5627,BUTTHEAD #5627,,,20s,,Dungarees ,Light,Gradient,,Straw,,
5628,BUTTHEAD #5628,Snapback Mesh,,Nick Bowl Brown,,Fan Shirt,White,Grey,Steam Punk,Cigarette,,
5629,BUTTHEAD #5629,,,Dreads Brown,,Jeans Jacket,Brown,Magenta,3D,,,
5630,BUTTHEAD #5630,Commie Hat,,Crop,,Leather Jacket,White,Gradient,3D,Cigar,,
5631,BUTTHEAD #5631,,,Surfer Curly,,T-Shirt French Blue,White,Grey,,Straw,,
5632,BUTTHEAD #5632,Turban,,Sissy Brown,,Flamingo,Brown,Peach,Steam Punk,Straw,,
5633,BUTTHEAD #5633,,,Bowl Colorful,,Space Shirt,Brown,Pastel Green,,Straw,,
5634,BUTTHEAD #5634,Bucket Hat Army,,Average Brown,,Dude,White,Gradient,,,,
5635,BUTTHEAD #5635,,Safety Pin,Short,Mustache Brown,Caveman,Light with tattoos,Magenta,Las Vegas,,,
5636,BUTTHEAD #5636,Chatham Fedora,,Mullet Blonde,,Denim Jacket Sheep,Brown,Green,,,,
5637,BUTTHEAD #5637,Chatham Fedora,Safety Pin,Long Brown,,Desert Jacket,Dark Brown with tattoos,Magenta,,Pipe,,
5638,BUTTHEAD #5638,,Triple Earring,Clown,Mustache Pink,Turtleneck Sweater,Dark Brown,Gradient,,Cigar,,
5639,BUTTHEAD #5639,Chatham Fedora,,Dreads Colorful,Full Grey,Band Shirt,Light,Gradient,,,,
5640,BUTTHEAD #5640,Crown,Headphones,Shoulder Long Colorful,Gentlemen Mustache Brown,Striped Red T-Shirt,Light,Grey,,,,
5641,BUTTHEAD #5641,,,Undercut Blonde,Mustache Blonde,Worn Out,Dark Brown,Beige,,,,
5642,BUTTHEAD #5642,Mesh Cap Fish,,Undercut Blonde,Scruff Black,Shirt Dark,Brown,Green,Las Vegas,Bubble Gum,,
5643,BUTTHEAD #5643,,,Short,,Punk Leather Jacket,Infrared,Pastel Green,,,,
5644,BUTTHEAD #5644,,,Very Short,Scruff Black,Dude,White,Magenta,X-Ray,,,
5645,BUTTHEAD #5645,,Triple Earring,Suave ,,Space Suit,Brown,Grey,Hippie,,,
5646,BUTTHEAD #5646,Chatham Fedora,Diamond,Short,,Space Shirt,Porcelain,Peach,Steam Punk,,,
5647,BUTTHEAD #5647,,Earring,Afro,,Dude,Dark Brown,Grey,Googly Eyes,Straw,,
5648,BUTTHEAD #5648,Prison,,Suave ,Three-Day Black,Gigolo Outfit,Brown,Beige,Pineapple,,,
5649,BUTTHEAD #5649,Sailor,,20s,,Hawaii Shirt Green,Brown,Grey,Burglar,Corn Straw,,
5650,BUTTHEAD #5650,Cowboy Hat Brown,,Nick Bowl Brown,Mustache Blonde,Gigolo Outfit,Brown with tattoos,Gradient,,Cigarette,,
5651,BUTTHEAD #5651,,,Afro,Mustache Pink,Bathrobe,White,Magenta,,,,
5652,BUTTHEAD #5652,,,20s,Three-Day Brown,Ice Hockey,White,Pastel Green,Broken,Toothpick,,
5653,BUTTHEAD #5653,Top Hat,Earring,Undercut Blonde,Three-Day Brown,Joker,Brown,Gradient,Las Vegas,,,
5654,BUTTHEAD #5654,McButtheads,Triple Earring,Undercut Blonde,Scruff Black,Desert Jacket,Light with tattoos,Cyan,Googly Eyes,,,
5655,BUTTHEAD #5655,Mesh Cap Fish,,Emo Dark Blonde,Three-Day Black,Fan Shirt,Light,Green,,,,
5656,BUTTHEAD #5656,,,Suave ,,Puffer Jacket,Light,Gradient,Sweets,Cigarette,,
5657,BUTTHEAD #5657,,,Punk Red,Full Brown,Gigolo Outfit,White,Sand,Star,,Blush,
5658,BUTTHEAD #5658,Flat Cap Clown,,Clown,Three-Day Brown,T-Shirt Lilac,Light with tattoos,Pastel Green,Googly Eyes,Pipe,,
5659,BUTTHEAD #5659,,,Crop,Gentlemen Mustache Pink,Clown,Brown,Cyan,Monocle,Toothpick,,
5660,BUTTHEAD #5660,Cowboy Hat Brown,,Mullet Brown,Gentlemen Mustache Blonde,Punk Leather Jacket,Brown,Cyan,X-Ray,Cigarette,,
5661,BUTTHEAD #5661,Beer,,Mob-Top,,Ice Hockey,Infrared,Cyan,Pineapple,,,
5662,BUTTHEAD #5662,Visor Red,,Jude,,Band Shirt,White,Gradient,,,,
5663,BUTTHEAD #5663,Beer,Headphones,Dreads Brown,,Jeans Jacket,White,Beige,,Knife,,
5664,BUTTHEAD #5664,Crown,Diamond,Dreads Brown,Scruff Brown,Tank Top,Light with tattoos,Grey,Googly Eyes,,,
5665,BUTTHEAD #5665,Top Hat,,Undercut Pink,,Punk Leather Jacket,Dark Brown,Sand,,Cigarette,,
5666,BUTTHEAD #5666,Visor Green,Feather,Mob-Top,Full Brown,Hoodie,Light,Green,,,,
5667,BUTTHEAD #5667,Turban,Headphones,Undercut Blonde,,Space Shirt,Dark Brown with tattoos,Beige,,Toothpick,,
5668,BUTTHEAD #5668,,Safety Pin,Afro,,Gentlemen,Dark Brown,Cyan,Buttons,,,
5669,BUTTHEAD #5669,,,Classic Side Part,Three-Day Brown,Ice Hockey,White,Green,Buttons,Cigar,,
5670,BUTTHEAD #5670,,,Nick Bowl Colorful,Three-Day Black,Fan Shirt,Dark Brown,Magenta,,,,
5671,BUTTHEAD #5671,,,Classic Side Part,Gentlemen Mustache Blonde,Dressing Gown,Brown,Green,Pineapple,,,
5672,BUTTHEAD #5672,Mesh Cap Fish,,Suave ,Mustache Brown,Jeans Jacket,White,Cyan,3D,Bubble Gum,,
5673,BUTTHEAD #5673,,,Undercut Blonde,,Striped Red T-Shirt,Light,Cyan,Insect,,,
5674,BUTTHEAD #5674,Visor Red,,Crop,Mustache Pink,Gentlemen,White,Beige,,,,
5675,BUTTHEAD #5675,Beanie Black,,Emo Dark Blonde,Three-Day Brown,Bullseye Shirt,Dark Brown with tattoos,Magenta,Leon,Toothpick,,
5676,BUTTHEAD #5676,,Earring,Punk Green,Mustache Brown,Shirt and Sweater,Brown,Peach,,,,
5677,BUTTHEAD #5677,,,Afro,,Ice Hockey,White,Grey,Speed,,,
5678,BUTTHEAD #5678,,,Brain,Scruff Black,Tank Top,Dark Brown,Gradient,,Cigarette,,
5679,BUTTHEAD #5679,,,Short,,Gentlemen,Brown with tattoos,Grey,,,,
5680,BUTTHEAD #5680,Hat Beige,,Nick Bowl Brown,Mustache Brown,Suit,Light,Pastel Green,Speed,Straw,,
5681,BUTTHEAD #5681,Flat Cap Black,,Long Blonde,,T-Shirt Lilac,Brown,Grey,,,,
5682,BUTTHEAD #5682,,,Punk Green,Full Grey,Gentlemen,White,Green,Kiss,Corn Straw,,
5683,BUTTHEAD #5683,,,Afro,Three-Day Brown,Tank Top,White,Grey,Kiss,Cigar,,
5684,BUTTHEAD #5684,,,Afro,,T-Shirt French Blue,White with tattoos,Gradient,Broken,Pipe,,
5685,BUTTHEAD #5685,Visor Green,,Dreads Colorful,Three-Day Blonde,Joker,Light,Beige,,,,
5686,BUTTHEAD #5686,,Feather,Shoulder Long Orange,Scruff Black,Jeans Jacket,Brown,Peach,3D,,,
5687,BUTTHEAD #5687,Chatham Fedora,Feather,Slicked Back,,Turtleneck Sweater,Brown with tattoos,Beige,,,,
5688,BUTTHEAD #5688,Cowboy Hat Black,,Average Blonde,Full Grey,Polo Shirt,White,Beige,,,,
5689,BUTTHEAD #5689,Visor Green,Diamond,Surfer Curly,Gentlemen Mustache Brown,Prison Shirt,Dark Brown,Sand,Speed,,,
5690,BUTTHEAD #5690,,,Fringe,Gentlemen Mustache Blonde,Gentlemen,Dark Brown,Magenta,,,,
5691,BUTTHEAD #5691,,Earring,Pompadour Blue,Scruff Blonde,Flamingo,Light,Peach,,Toothpick,,
5692,BUTTHEAD #5692,Bucket Hat Army,,Short,Gentlemen Mustache Brown,Fan Shirt,Dark Brown,Grey,,,,
5693,BUTTHEAD #5693,,,Punk Red,Full Grey,Lumberjack,White with tattoos,Grey,,Rainbow,,
5694,BUTTHEAD #5694,,,,Mustache Brown,Ripped Shirt,Light with tattoos,Magenta,,,,
5695,BUTTHEAD #5695,Beanie Green,,Bowl Colorful,Mustache Pink,T-Shirt Marigold,White with tattoos,Pastel Green,Spring,Cigarette,,
5696,BUTTHEAD #5696,Prison,,Short,,Beige Shirt,Porcelain,Magenta,Pineapple,,,
5697,BUTTHEAD #5697,Snapback Mesh,,Sissy Dark Blonde,Three-Day Black,Polo Shirt,White,Beige,,,,
5698,BUTTHEAD #5698,,,Punk Green,,Hoodie,Porcelain,Peach,,,,
5699,BUTTHEAD #5699,Charlie Chaplin,Diamond,Long Blonde,Scruff Blonde,Jeans Jacket,Light,Sand,,,,
5700,BUTTHEAD #5700,Visor Green,,Sissy Brown,Three-Day Brown,Biker Vest,Brown with tattoos,Pastel Green,,Cigarette,,
5701,BUTTHEAD #5701,,,Very Short,,Caveman,Infrared,Green,,Bubble Gum,,
5702,BUTTHEAD #5702,,,Punk Red,,Pimp Coat Tiger,Infrared,Peach,,,,
5703,BUTTHEAD #5703,Mesh Cap Buttheads,,Undercut Blue,,Dungarees ,White,Pastel Green,Speed,,,
5704,BUTTHEAD #5704,FEZ,,Classic Side Part,Scruff Brown,Gym Tank Top,Dark Brown with tattoos,Grey,X-Ray,,,
5705,BUTTHEAD #5705,Halo,,Emo Dark Blonde,Gentlemen Mustache Pink,Bathrobe,White with tattoos,Grey,Burglar,,,
5706,BUTTHEAD #5706,Sailor,,Half Bald,,Pimp Coat Multicolor Pink,Light,Magenta,Monocle,,,
5707,BUTTHEAD #5707,,Earring,Suave ,,Beige Shirt,Light,Magenta,Buttons,,,
5708,BUTTHEAD #5708,Crown,Diamond,,,Desert Jacket,Brown,Magenta,,Corn Straw,,
5709,BUTTHEAD #5709,Cowboy Hat Black,,Undercut Blonde,Three-Day Black,Party Tank Top,Infrared,Beige,,,,
5710,BUTTHEAD #5710,Visor Green,,Curly Brown,Full Brown,Lumberjack,Light,Magenta,,Corn Straw,,
5711,BUTTHEAD #5711,Bucket Hat Orange,,Nick Bowl Colorful,,Band Shirt,Dark Brown with tattoos,Sand,Googly Eyes,Cigar,,
5712,BUTTHEAD #5712,,,Sissy Dark Blonde,Three-Day Blonde,Turtleneck Sweater,Light with tattoos,Peach,,,,
5713,BUTTHEAD #5713,,,20s,Mustache Brown,Tank Top,Dark Brown,Beige,,,,
5714,BUTTHEAD #5714,,,Long Brown,Gentlemen Mustache Blonde,Beige Shirt,Infrared,Grey,,Cigarette,,
5715,BUTTHEAD #5715,,Feather,Punk Red,,Western Cowboy Jacket,Brown with tattoos,Pastel Green,Matrix,,,
5716,BUTTHEAD #5716,,Feather,Pompadour Blonde,,Striped Blue T-Shirt,Dark Brown,Pastel Green,Joke,,,
5717,BUTTHEAD #5717,Bucket Hat Orange,,Slicked Back,,Shirt Dark,White with tattoos,Gradient,,,,
5718,BUTTHEAD #5718,,,Jude,Mustache Brown,Caveman,White,Grey,Buttons,,,
5719,BUTTHEAD #5719,Mesh Cap Buttheads,,Sissy Dark Blonde,,Tracksuit,Infrared,Sand,,,,
5720,BUTTHEAD #5720,FEZ,Feather,,Three-Day Blonde,Jeans Jacket,Dark Brown,Beige,,Corn Straw,,
5721,BUTTHEAD #5721,FVCK Cap,,20s,Gentlemen Mustache Blonde,Puffer Jacket,Light,Cyan,,Cigar,,
5722,BUTTHEAD #5722,,,Undercut Blue,Three-Day Blonde,Turtleneck Sweater,Dark Brown,Peach,,,,
5723,BUTTHEAD #5723,Prison,,Surfer Curly,,Denim Jacket Sheep,Brown,Magenta,Steam Punk,Bubble Gum,,
5724,BUTTHEAD #5724,,,Punk Green,,Bullseye Shirt,Light,Gradient,,,,
5725,BUTTHEAD #5725,Hat Black,,Suave ,Full Grey,Gentlemen,Brown,Pastel Green,Star,Toothpick,,
5726,BUTTHEAD #5726,,,Dreads Brown,Mustache Brown,Bullseye Shirt,Dark Brown,Sand,Googly Eyes,,,
5727,BUTTHEAD #5727,Hermes,,Dreads Colorful,,Shirt and Sweater,Brown with tattoos,Peach,Buttons,Corn Straw,,
5728,BUTTHEAD #5728,Beret,Feather,Undercut Blonde,,Pimp Coat Zebra,Brown,Cyan,Black Sunglasses ,Rainbow,,
5729,BUTTHEAD #5729,Bucket Hat Orange,Earring,Mob-Top,Gentlemen Mustache Blonde,Dungarees ,White,Green,,,,
5730,BUTTHEAD #5730,Flower Crown,Safety Pin,Nick Bowl Colorful,,Caveman,Light,Cyan,,Toothpick,,
5731,BUTTHEAD #5731,,,Afro,,T-Shirt French Blue,Brown,Peach,Buttons,,,
5732,BUTTHEAD #5732,Beanie Red,Safety Pin,,Mustache Blonde,Striped Red T-Shirt,Dark Brown,Cyan,,,,
5733,BUTTHEAD #5733,Bucket Hat Orange,,Curly Brown,Mustache Blonde,Clown,White,Peach,Bike,,,
5734,BUTTHEAD #5734,,Feather,Brain,Mustache Brown,Caveman,White with tattoos,Gradient,Buttons,,,
5735,BUTTHEAD #5735,,Headphones,Emo Dark Blonde,Full Grey,College Sweater,Dark Brown with tattoos,Sand,,,,
5736,BUTTHEAD #5736,,Safety Pin,Curly Blonde,,Tank Top,Brown,Gradient,3D,,,
5737,BUTTHEAD #5737,Mesh Cap Fish,,Long Blonde,Full Blonde,Suit,Brown,Green,,,,
5738,BUTTHEAD #5738,Safety Helmet,,Very Short,,T-Shirt Inkwell,Brown,Pastel Green,,,,
5739,BUTTHEAD #5739,,,Mullet Brown,,T-Shirt with Suspenders,Dark Brown,Beige,X-Ray,,,
5740,BUTTHEAD #5740,Safety Helmet,Feather,Dreads Brown,Full Grey,Fan Shirt,Light with tattoos,Magenta,,,,
5741,BUTTHEAD #5741,Halo,,Shoulder Long Colorful,,T-Shirt French Blue,Light with tattoos,Gradient,Speed,,,
5742,BUTTHEAD #5742,Commie Hat,,Pompadour Blue,Three-Day Brown,Fight Club,Brown with tattoos,Cyan,,,,
5743,BUTTHEAD #5743,,Feather,Undercut Blonde,Full Grey,Suit,Brown with tattoos,Beige,,,,
5744,BUTTHEAD #5744,,,Long Brown,,Jeans Jacket,Light,Gradient,,,,
5745,BUTTHEAD #5745,,,Emo Dark Blonde,,Ice Hockey,White,Green,3D,,,
5746,BUTTHEAD #5746,Flat Cap Clown,,Pompadour Blue,,Punk Leather Jacket,Dark Brown,Pastel Green,Leon,,,
5747,BUTTHEAD #5747,Beanie Red,,Mob-Top,Mustache Pink,Bathrobe,Dark Brown with tattoos,Green,X-Ray,Straw,,
5748,BUTTHEAD #5748,Crown,,Dreads Brown,,Pimp Coat Tiger,Dark Brown with tattoos,Pastel Green,Buttons,,,
5749,BUTTHEAD #5749,,,Punk Red,,Lumberjack,Light,Grey,Steam Punk,,,
5750,BUTTHEAD #5750,Mesh Cap Fish,,Suave ,,Worn Out,White,Magenta,,Cigar,,
5751,BUTTHEAD #5751,,,Curly Brown,,T-Shirt Inkwell,Brown,Gradient,Insect,,,
5752,BUTTHEAD #5752,,,Mullet Brown,,T-Shirt Lilac,Dark Brown,Cyan,Broken,,,
5753,BUTTHEAD #5753,,,Sissy Dark Blonde,,Worn Out,Dark Brown,Sand,Pineapple,Toothpick,,
5754,BUTTHEAD #5754,Cowboy Hat Black,Diamond,Nick Bowl Brown,Mustache Blonde,Desert Jacket,Brown,Green,Googly Eyes,,,
5755,BUTTHEAD #5755,Chatham Fedora,,Undercut Blue,,Ice Hockey,Brown with tattoos,Grey,Kiss,,,
5756,BUTTHEAD #5756,,Safety Pin,Punk Green,,Bullseye Shirt,Dark Brown,Gradient,,Cigar,,
5757,BUTTHEAD #5757,Snapback Mesh,,Bowl Brown,Mustache Pink,Bullseye Shirt,Dark Brown,Peach,Hippie,,,
5758,BUTTHEAD #5758,,,Average Brown,,Western Cowboy Jacket,Brown,Cyan,Joke,,,
5759,BUTTHEAD #5759,,,Long Brown,Scruff Brown,Desert Jacket,Light,Cyan,,,,
5760,BUTTHEAD #5760,Sailor,,Average Brown,Three-Day Blonde,Gym Tank Top,Dark Brown,Gradient,,,,
5761,BUTTHEAD #5761,,,Dreads Brown,,Gym Tank Top,Dark Brown,Sand,Pineapple,,,
5762,BUTTHEAD #5762,Bandana Pirate,Earring,Nick Bowl Colorful,Scruff Black,Evel Knievel,Dark Brown,Grey,Broken,Cigarette,,
5763,BUTTHEAD #5763,,Diamond,Short,Mustache Blonde,Gigolo Outfit,Dark Brown,Magenta,,,,
5764,BUTTHEAD #5764,Pizza,,Curly Brown,Mustache Blonde,Flamingo,Brown,Magenta,,Bubble Gum,,
5765,BUTTHEAD #5765,,,Dreads Colorful,,Pimp Coat Zebra,Dark Brown,Gradient,,,,
5766,BUTTHEAD #5766,,,Long Brown,,Dressing Gown,Dark Brown,Green,,,,
5767,BUTTHEAD #5767,Beanie Black,Diamond,Mullet Brown,,Shirt and Sweater,Light,Gradient,Googly Eyes,,,
5768,BUTTHEAD #5768,,Safety Pin,Mullet Brown,Three-Day Blonde,Party Tank Top,Light,Grey,3D,Bubble Gum,,
5769,BUTTHEAD #5769,Bandana Pirate,,Clown,Three-Day Brown,Beige Shirt,White,Peach,,,,
5770,BUTTHEAD #5770,,,Half Bald,,Biker Vest,Brown with tattoos,Magenta,Monocle,,,
5771,BUTTHEAD #5771,Mesh Cap Fish,,Dreads Brown,Mustache Blonde,Suit,Brown,Sand,Kiss,,,
5772,BUTTHEAD #5772,Beanie Black,,Crop,,Beige Shirt,Brown,Cyan,X-Ray,,,
5773,BUTTHEAD #5773,Bucket Hat Army,,Mullet Blonde,Full Grey,Leather Jacket,Brown,Sand,,,Blush,
5774,BUTTHEAD #5774,,,Afro,Scruff Brown,Joker,Dark Brown with tattoos,Pastel Green,,,Scar,
5775,BUTTHEAD #5775,Beret,Safety Pin,Classic Side Part,,Band Shirt,Gold,Cyan,Star,,,
5776,BUTTHEAD #5776,Beanie Black,Feather,Very Short,,Western Cowboy Jacket,Light,Green,,Corn Straw,,
5777,BUTTHEAD #5777,Hat Beige,,Bowl Brown,Mustache Blonde,Caveman,Brown,Grey,3D,,,
5778,BUTTHEAD #5778,,Diamond,Classic Side Part,Gentlemen Mustache Pink,Leather Jacket,Light,Pastel Green,,,,
5779,BUTTHEAD #5779,Ranger Hat,,Dreads Brown,Scruff Blonde,Pimp Coat Zebra,Light with tattoos,Pastel Green,Steam Punk,,,
5780,BUTTHEAD #5780,,,Nick Bowl Brown,Gentlemen Mustache Brown,College Sweater,Brown with tattoos,Grey,Googly Eyes,,,
5781,BUTTHEAD #5781,,,Average Blonde,,Leather Jacket,Brown with tattoos,Pastel Green,,,,
5782,BUTTHEAD #5782,,,Afro Pink,Mustache Pink,Gentlemen,Dark Brown,Peach,Insect,,,
5783,BUTTHEAD #5783,,Earring,Punk Green,Three-Day Black,T-Shirt French Blue,Brown,Cyan,Buttons,,,
5784,BUTTHEAD #5784,Safety Helmet,,Half Bald,,Bullseye Shirt,Light,Beige,,,,
5785,BUTTHEAD #5785,Crown,,Classic Side Part,,Prison Shirt,Light,Gradient,Pineapple,Bubble Gum,,
5786,BUTTHEAD #5786,,,Shoulder Long Orange,Full Grey,College Sweater,Light,Sand,,,,
5787,BUTTHEAD #5787,Cowboy Hat Black,,Clown,,Shirt and Sweater,White with tattoos,Green,Buttons,,,
5788,BUTTHEAD #5788,,Diamond,Undercut Pink,Scruff Blonde,Gentlemen,White with tattoos,Grey,,Corn Straw,,
5789,BUTTHEAD #5789,,Feather,Slicked Back,Gentlemen Mustache Brown,Hawaii Shirt Red,Brown,Pastel Green,,,,
5790,BUTTHEAD #5790,Hat Beige,,Dreads Brown,Mustache Blonde,Polo Shirt,Dark Brown,Grey,3D,Straw,,
5791,BUTTHEAD #5791,,,Dreads Colorful,Mustache Blonde,Biker Vest,Dark Brown,Green,Lolita,Bubble Gum,,
5792,BUTTHEAD #5792,Bucket Hat Orange,,Long Brown,Full Brown,Gigolo Outfit,Dark Brown,Peach,,Straw,,
5793,BUTTHEAD #5793,FVCK Cap,Headphones,Shoulder Long Colorful,,Denim Jacket Sheep,Light,Pastel Green,,,,
5794,BUTTHEAD #5794,Ranger Hat,Headphones,Surfer Curly,Gentlemen Mustache Blonde,Gym Tank Top,Light,Grey,Bike,,,
5795,BUTTHEAD #5795,Chatham Fedora,,Average Brown,,Leather Jacket,White,Green,Black Sunglasses ,,,
5796,BUTTHEAD #5796,Top Hat,Headphones,Shoulder Long Colorful,Three-Day Black,Hawaii Shirt Green,Brown,Beige,Lolita,,,
5797,BUTTHEAD #5797,Visor Red,,,Full Blonde,Gym Tank Top,Light,Sand,,,,
5798,BUTTHEAD #5798,,,Shoulder Long Orange,,Jeans Jacket,Dark Brown with tattoos,Green,Broken,,,
5799,BUTTHEAD #5799,Top Hat,,Mullet Brown,Full Blonde,Bomber Jacket,Gold,Green,Black Sunglasses ,,,
5800,BUTTHEAD #5800,Beanie Green,,Mullet Brown,,Gigolo Outfit,White,Sand,,,,
5801,BUTTHEAD #5801,,,Undercut Pink,,Denim Jacket Sheep,White with tattoos,Magenta,Burglar,Cigarette,,Smiley
5802,BUTTHEAD #5802,Mesh Cap Fish,,Nick Bowl Colorful,,T-Shirt Marigold,Brown,Cyan,,,,
5803,BUTTHEAD #5803,Bucket Hat Orange,,Pompadour Blonde,,Leather Jacket,White,Pastel Green,Speed,,,
5804,BUTTHEAD #5804,,,Afro Pink,Scruff Blonde,Prison Shirt,Dark Brown,Beige,,,,
5805,BUTTHEAD #5805,,,Shoulder Long Orange,Scruff Blonde,Denim Jacket Sheep,White,Magenta,,Rainbow,,
5806,BUTTHEAD #5806,,,Undercut Blonde,Mustache Brown,T-Shirt Marigold,White,Cyan,Speed,,,
5807,BUTTHEAD #5807,,Diamond,,Mustache Pink,Fan Shirt,Dark Brown with tattoos,Magenta,,,,
5808,BUTTHEAD #5808,Beanie Black,,Bowl Colorful,,Punk Leather Jacket,White with tattoos,Sand,3D,,,
5809,BUTTHEAD #5809,,,Average Brown,,Space Shirt,White,Peach,,,,
5810,BUTTHEAD #5810,Snapback Red,,Short,Gentlemen Mustache Pink,Band Shirt,Brown,Magenta,Broken,,,
5811,BUTTHEAD #5811,Crown,,Shoulder Long Orange,,Tracksuit,Brown,Pastel Green,Insect,,,
5812,BUTTHEAD #5812,Beer,,Curly Brown,,Shirt Dark,White,Pastel Green,3D,,,
5813,BUTTHEAD #5813,,,Short,Full Brown,Bomber Jacket,Dark Brown with tattoos,Magenta,,,,
5814,BUTTHEAD #5814,,Triple Earring,Jude,Scruff Brown,T-Shirt French Blue,Dark Brown,Sand,,,,
5815,BUTTHEAD #5815,Halo,,Sissy Dark Blonde,,Space Shirt,Dark Brown with tattoos,Gradient,,Bubble Gum,,
5816,BUTTHEAD #5816,,,Punk Green,Full Brown,Desert Jacket,Brown,Pastel Green,Steam Punk,,,
5817,BUTTHEAD #5817,,,Shoulder Long Colorful,,Striped Red T-Shirt,Dark Brown,Grey,Ski,,,
5818,BUTTHEAD #5818,Prison,,Mob-Top,Mustache Pink,Striped Blue T-Shirt,Light with tattoos,Sand,X-Ray,Corn Straw,,
5819,BUTTHEAD #5819,Cowboy Hat Black,,Half Bald,Gentlemen Mustache Brown,Bomber Jacket,Brown,Pastel Green,Lolita,Straw,,
5820,BUTTHEAD #5820,,,Undercut Pink,,Polo Shirt,Light with tattoos,Pastel Green,,,,
5821,BUTTHEAD #5821,Halo,Triple Earring,Nick Bowl Colorful,,T-Shirt French Blue,Porcelain,Sand,Burglar,,,
5822,BUTTHEAD #5822,,Feather,Undercut Blonde,,Space Suit,Light with tattoos,Green,,Pipe,,
5823,BUTTHEAD #5823,FVCK Cap,Headphones,Undercut Blue,,Bomber Jacket,White,Pastel Green,Insect,,,
5824,BUTTHEAD #5824,Bandana Black,Diamond,Undercut Pink,Three-Day Brown,Ice Hockey,Light with tattoos,Gradient,Steam Punk,Cigar,,
5825,BUTTHEAD #5825,Safety Helmet,,Suave ,Full Brown,Caveman,Brown,Magenta,,,,
5826,BUTTHEAD #5826,,Earring,Punk Red,Full Blonde,Pimp Coat Tiger,Light with tattoos,Peach,,,,
5827,BUTTHEAD #5827,Prison,,Average Blonde,Mustache Pink,Ice Hockey,Light,Pastel Green,,,,
5828,BUTTHEAD #5828,,,Afro Pink,,T-Shirt Inkwell,Brown,Magenta,Buttons,Pipe,,
5829,BUTTHEAD #5829,,Safety Pin,,Mustache Brown,Evel Knievel,White,Green,X-Ray,Straw,,
5830,BUTTHEAD #5830,Bucket Hat Orange,,Nick Bowl Brown,Full Grey,Party Tank Top,Light with tattoos,Magenta,,,,
5831,BUTTHEAD #5831,Snapback Mesh,Headphones,Mob-Top,,Ice Hockey,Porcelain,Beige,Spring,,,
5832,BUTTHEAD #5832,Turban,,Dreads Brown,Gentlemen Mustache Brown,T-Shirt Lilac,Dark Brown,Beige,,,,
5833,BUTTHEAD #5833,Cowboy Hat Brown,,20s,Gentlemen Mustache Brown,Party Tank Top,Dark Brown,Magenta,,,,
5834,BUTTHEAD #5834,Prison,Feather,Suave ,,Space Shirt,White,Magenta,Leon,Bubble Gum,,
5835,BUTTHEAD #5835,,,Mullet Brown,Gentlemen Mustache Blonde,Space Shirt,Light with tattoos,Pastel Green,,,,
5836,BUTTHEAD #5836,Halo,,20s,Three-Day Black,Band Shirt,Light with tattoos,Grey,Kiss,,,
5837,BUTTHEAD #5837,FVCK Cap,Diamond,Mob-Top,Full Grey,Ice Hockey,White,Sand,Hippie,,,
5838,BUTTHEAD #5838,Party,,,Mustache Blonde,Joker,Porcelain,Cyan,Kiss,Bubble Gum,,
5839,BUTTHEAD #5839,Party,,Mob-Top,,Tank Top,Porcelain,Gradient,,,,
5840,BUTTHEAD #5840,,Feather,Pompadour Blue,,Dungarees ,Dark Brown,Pastel Green,Sweets,,Blush,
5841,BUTTHEAD #5841,,Headphones,Classic Side Part,,Striped Blue T-Shirt,White,Peach,Steam Punk,Cigarette,,
5842,BUTTHEAD #5842,Snapback Mesh,,Sissy Brown,,Fcuk Tank Top,Brown with tattoos,Grey,,,,
5843,BUTTHEAD #5843,Snapback Red,,Curly Brown,Three-Day Black,Evel Knievel,Brown,Cyan,Steam Punk,,,
5844,BUTTHEAD #5844,Crown,,Mullet Brown,Three-Day Blonde,Band Shirt,Light,Grey,Steam Punk,,,
5845,BUTTHEAD #5845,,,Average Brown,Full Brown,Western Cowboy Jacket,Light with tattoos,Green,Leon,,,
5846,BUTTHEAD #5846,Flat Cap Black,,Pompadour Blue,Three-Day Black,Striped Blue T-Shirt,Light,Green,Ski,Straw,,
5847,BUTTHEAD #5847,,Feather,Shoulder Long Colorful,,Jeans Jacket,White with tattoos,Green,Laser,,,
5848,BUTTHEAD #5848,,,Brain,Gentlemen Mustache Blonde,Caveman,White,Beige,Speed,,,
5849,BUTTHEAD #5849,,,Afro Pink,Mustache Pink,Striped Red T-Shirt,White,Pastel Green,Steam Punk,,,
5850,BUTTHEAD #5850,Headband Sport,,,Three-Day Brown,Hoodie,Light,Grey,Lolita,,,
5851,BUTTHEAD #5851,,,,,Shirt and Sweater,White,Cyan,Joke,,,
5852,BUTTHEAD #5852,Charlie Chaplin,,Crop,,Caveman,Light,Beige,Spring,Cigarette,,
5853,BUTTHEAD #5853,Halo,,Average Brown,,Party Tank Top,Light with tattoos,Peach,Hippie,Toothpick,,
5854,BUTTHEAD #5854,,,Brain,Mustache Brown,Gym Tank Top,Dark Brown with tattoos,Grey,Hippie,,,
5855,BUTTHEAD #5855,Beanie Red,Feather,Pompadour Blonde,Scruff Brown,Shirt Dark,Dark Brown with tattoos,Peach,,,,
